Year,District,GDP,GrowthRate,State
2011,Basti,"3,181.55",11.23717288,Uttar Pradesh
2011,Bijnor,"9,192.19",1.415507028,Uttar Pradesh
2011,BulandShahar,"10,288.18",6.446259444,Uttar Pradesh
2011,Chandauli,"3,539.14",13.99224407,Uttar Pradesh
2011,Chitrakoot,"2,935.48",148.704154,Uttar Pradesh
2011,Deoria,"3,883.06",8.582438048,Uttar Pradesh
2011,Etah,"3,595.60",6.771034393,Uttar Pradesh
2011,Etawa,"3,027.12",12.77676153,Uttar Pradesh
2011,Faizabad,"4,373.02",1.365989119,Uttar Pradesh
2011,Farrukhabad,"3,364.40",-5.435677766,Uttar Pradesh
2011,Fatehpur,"4,597.96",7.140094232,Uttar Pradesh
2011,Firozabad,"4,861.69",2.046303682,Uttar Pradesh
2011,Gautambudh Nagar,"17,223.71",24.50472684,Uttar Pradesh
2011,Ghaziabad,"15,310.88",9.652519607,Uttar Pradesh
2011,Ghazipur,"4,917.59",-0.224807098,Uttar Pradesh
2011,Gonda,"4,732.39",5.877365097,Uttar Pradesh
2011,Gorakhpur,"7,702.55",3.00308372,Uttar Pradesh
2011,Hamirpur,"2,358.66",2.980715075,Uttar Pradesh
2011,Hardoi,"6,164.59",12.03415952,Uttar Pradesh
2011,Hathras,"4,197.41",-2.433916302,Uttar Pradesh
2011,Jalaun,"3,672.49",3.286037715,Uttar Pradesh
2011,Jaunpur,"5,461.07",3.013983389,Uttar Pradesh
2011,Jhansi,"6,690.54",10.82667709,Uttar Pradesh
2011,Kannauj,"2,987.53",-0.979095613,Uttar Pradesh
2011,Kanpur: Rural,"3,407.64",5.041151629,Uttar Pradesh
2011,Kanpur: Urban,"16,776.56",2.646849356,Uttar Pradesh
2011,Kanshiram Nagar,"3,286.17",18.17057252,Uttar Pradesh
2011,Kaushambi,"3,012.44",7.617890826,Uttar Pradesh
2011,Kheri,"7,532.84",20.98537801,Uttar Pradesh
2011,Kushi Nagar,"4,215.04",11.86827536,Uttar Pradesh
2011,Lalitpur,"2,462.83",-1.302828472,Uttar Pradesh
2011,Lucknow,"17,885.49",8.321543556,Uttar Pradesh
2011,Maharajganj,"3,164.64",2.913448562,Uttar Pradesh
2011,Mahoba,"2,394.30",15.34848317,Uttar Pradesh
2011,Mainpuri,"3,400.52",5.875503221,Uttar Pradesh
2011,Mathura,"7,264.50",15.57534711,Uttar Pradesh
2011,Mau,"3,623.52",-1.805351558,Uttar Pradesh
2011,Meerut,"11,918.76",9.182648046,Uttar Pradesh
2011,Mirzapur,"3,954.20",8.408498972,Uttar Pradesh
2011,Moradabad,"10,396.03",1.581465247,Uttar Pradesh
2011,Muzaffarnagar,"10,982.67",4.512649808,Uttar Pradesh
2011,Pilibhit,"4,424.77",0.027353534,Uttar Pradesh
2011,Pratapgarh,"3,774.04",-7.023426202,Uttar Pradesh
2011,Rae Bareli,"3,595.04",2.826481171,Uttar Pradesh
2011,Rampur,"4,512.60",3.56104401,Uttar Pradesh
2011,Saharanpur,"8,893.05",-9.561620905,Uttar Pradesh
2011,Sant Kabeer Nagar,"2,102.46",11.0168865,Uttar Pradesh
2011,Sant Ravidas Nagar,"3,230.77",22.15601239,Uttar Pradesh
2011,Shahjahanpur,"6,095.47",16.29713296,Uttar Pradesh
2011,Shravasti,"1,380.81",-5.057207294,Uttar Pradesh
2011,Siddharth Nagar,"2,915.20",-1.052538685,Uttar Pradesh
2011,Sitapur,"7,181.39",-0.479766519,Uttar Pradesh
2011,Sonbhadra,"5,666.16",10.86271295,Uttar Pradesh
2011,Sultanpur,"4,157.88",10.35181961,Uttar Pradesh
2011,Unnao,"6,245.40",6.963393288,Uttar Pradesh
2011,Varanasi,"7,450.18",8.058660656,Uttar Pradesh
